unidad;CLUES;idInsti
CONSULTORIO MÉDICO DRA PATRICIA SONIA LÓPEZ GARCES;DFSMP002943;11
CENTRAL MÉDICA PAOLA SC;DFSMP002955;11
CENTRO MÉDICO MATERNO NFANTIL PAGOLA;DFSMP002960;11
HOSPITAL CENTRAL DE ORIENTE;DFSMP002984;11
CENTRAL MÉDICA DE LA SALUD;DFSMP002996;11
S.T. CLÍNICA MILENIUM;DFSMP003001;11
CLÍNICA MÉDICA EL ROSARIO S.A DE C.V  ;DFSMP003013;11
CLÍNICA CASA DE ÁNGELES;DFSMP003025;11
CLÍNICA LOS ARCOS;DFSMP003030;11
HOSPITAL MATERNO INFANTIL FUNDACIÓN DOLORES SANZ LAVIE;DFSMP003071;11
HOSPITAL AZURA CENTRO;DFSMP003083;11
HOSPIMÉDICA CAROLINA (HMC);DFSMP003095;11
SANATORIO NUESTRA SEÑORA DE GUADALUPE;DFSMP003100;11
CLÍNICA MEDICA SANTA ROSA S.A. DE C.V.;DFSMP003112;11
SANATORIO NUESTRA SEÑORA DEL CARMEN;DFSMP003124;11
CLÍNICA CONSTITUCIÓN;DFSMP003141;11
SANATORIO VISA;DFSMP003153;11
CLÍNICA DE ESPECIALIDADES PEÑÓN DEL MÁRQUEZ;DFSMP003165;11
SANATORIO Y MATERNIDAD SANTA MARÍA;DFSMP003182;11
HOSPITAL STARMEDICA CENTRO;DFSMP003194;11
SANATORIO UNION;DFSMP003206;11
OPERADORA DE HOSPITALES ÁNGELES S.A. DE C.V./ SUCURSAL ROMA;DFSMP003223;11
CENTRO MÉDICO QUIRÚRGICO DOCTOR FRANCISCO MONTES DE OCA;DFSMP003235;11
UNIDAD MÉDICA LUZ;DFSMP003240;11
HOSPITAMEX S. DE R.L. DE C.V.;DFSMP003252;11
CLÍNICA LA VIGA;DFSMP003264;11
UNIDAD MÉDICA RAXOLI;DFSMP003276;11
CONSULTORIO MÉDICO DR JULIAN PEDRO COCA LÓPEZ;DFSMP003293;11
CLÍNICA SAGRADO CORAZÓN;DFSMP003310;11
HOSPITAL CHURUBUSCO SA DE CV;DFSMP003346;11
CLÍNICA DR. MODESTO CHÁVEZ MANZANARES ;DFSMP003363;11
ESPECIALIDADES MÉDICAS SANTA MARÍA.;DFSMP003380;11
CLÍNICA MÉDICA SAN LUIS;DFSMP003404;11
CLÍNICA SAN NICOLÁS TOTOLAPAN;DFSMP003421;11
CENTRO QUIRÚRGICO RÍO CONSULADO SA DE CV;DFSMP003445;11
UNIDAD MÉDICA SANTA ANITA;DFSMP003450;11
MÉDICA COAPA ESPECIALIDADES;DFSMP003462;11
CENTRO MÉDICO PEDREGAL COAPA;DFSMP003486;11
SERVICIO MÉDICO DR. FERNANDO DÍAZ HERNÁNDEZ;DFSMP003491;11
SANATORIO DEL CARIBE S.C.;DFSMP003503;11
SANATORIO DE LOS ÁNGELES ;DFSMP003515;11
SANATORIO ZARAGOZA S.A.;DFSMP003520;11
HOSPITAL SAN SEBASTIAN;DFSMP003532;11
CLÍNICA METROPOLITANA;DFSMP003544;11
UNIDAD MÉDICA SAN JUAN BAUTISTA;DFSMP003556;11
SANATORIO SANTA ISABEL;DFSMP003561;11
CONSULTORIO DRA. MARTHA TAPIA MERINO;DFSMP003573;11
CLÍNICA JESÚS NIÑO DOCTOR;DFSMP003585;11
CONSULTORIO DR. JORGE GÓMEZ ALVARADO;DFSMP003590;11
CONSULTORIO MÉDICO QUIRÚRGICO;DFSMP003602;11
(ARROG) GRUPO MÉDICO, S.A. DE C.V.;DFSMP003614;11
MÉDICA JESÚS REDENTOR;DFSMP003626;11
HOSPITAL DE ESPECIALIDADES SAN JUDAS TADEO S.A. DE C.V.;DFSMP003631;11
HOSPITAL ROSA DEL TEPEYAC;DFSMP003643;11
VOLUNTARIAS VICENTINAS DE LA SANTA CRUZ DEL PEDREGAL I.A.P.;DFSMP003655;11
CENTRO HOSPITALARIO DE ESPECIALIDADES MÉDICAS DE ORIENTE;DFSMP003660;11
DIAGNÓSTICO Y TRATAMIENTO MÉDICO;DFSMP003672;11
CONSULTORIO MÉDICO DR. REY JUAN CRUZ;DFSMP003684;11
CLÍNICA MATERNIDAD UNIDAD MÉDICO QUIRÚRGICA;DFSMP003696;11
SANATORIO SAN JUDAS TADEO;DFSMP003701;11
CONSULTORIO DR. ALFONSO VELÁZQUEZ REYES;DFSMP003713;11
SERVICIO MÉDICO SAN VICENTE;DFSMP003725;11
CONSULTORIO MÉDICO DRA. MARÍA DE LOS ANGELES MARTÍNEZ GÓMEZ;DFSMP003730;11
CLÍNICA MÉDICA OZTOTEPEC;DFSMP003742;11
CLÍNICA Y MATERNIDAD SAN PEDRO;DFSMP003754;11
UNIDAD DE GINECOBSTETRICIA;DFSMP003766;11
CENTRO MÉDICO DE ESPECIALIDADES GARTELL;DFSMP003783;11
S.T. CLÍNICA MADRE TERESA DUEÑAS A.C.;DFSMP003800;11
ALEXANDER CLÍNICA HOSPITAL;DFSMP003812;11
SANATORIO SAN JORGE;DFSMP003824;11
CONSULTORIO EL DIVINO NIÑO JESÚS;DFSMP003836;11
SERVICIOS OBTETRICOS E INFANTILES SA;DFSMP003841;11
CLÍNICA DR. RAMÍREZ VÁZQUEZ;DFSMP003853;11
CLÍNICA DE JESÚS;DFSMP003894;11
CLÍNICA DR. PAULINO MARTÍNEZ PALACIOS;DFSMP003906;11
UNIDAD DE DIAGNÓSTICO CLÍNICO;DFSMP003911;11
UNIDAD MÉDICA ESPECIALIZADA NUESTRA SEÑORA DE LOURDES;DFSMP003923;11
GRUPO MÉDICO QUIRÚRGICO DRS. GARCÍA MORALES S.C.;DFSMP003935;11
ETERNA;DFSMP003940;11
CLÍNICA GENESIS XXI;DFSMP003952;11
MÉDICA NATIVIDAD;DFSMP003964;11
CENTRAL MÉDICA BELEN;DFSMP003976;11
CLÍNICA MÉDICA CEDIT;DFSMP003981;11
SANATORIO DE MARÍA AUXILIADORA S.A. DE C.V.;DFSMP003993;11
SERVICIO MÉDICO QUIRÚRGICO;DFSMP004005;11
CONSULTORIO MÉDICO ESPECIALIZADO AHUANUSCO;DFSMP004010;11
CENTRO QUIRÚRGICO Y MEDICINA INTEGRAL TLÁHUAC;DFSMP004022;11
CLÍNICA MÉDICA SAN JUDAS TADEO;DFSMP004046;11
SERVICIO MÉDICO SANTO DOMINGO;DFSMP004063;11
SANATORIO SAN FELIPE DE JESÚS;DFSMP004075;11
CLÍNICA DEL VALLE      ;DFSMP004092;11
MÉDICA MILPA ALTA, S.A. DE C.V.;DFSMP004104;11
CLÍNICA DR. ARTURO GONZÁLEZ CANALES;DFSMP004116;11
CLÍNICA DEL CRISTO DEL PEDREGAL;DFSMP004121;11
CONSULTORIO MÉDICO SAN MARCOS;DFSMP004133;11
CONSULTORIO MÉDICO DR. ROBERTO MORENO OROZCO;DFSMP004145;11
CLÍNICA VILLA COAPA LA VEREDA S.C.;DFSMP004150;11
CONSULTORIO MÉDICO DR. J. ENRIQUE HERNÁNDEZ CHANONA;DFSMP004162;11
CONSULTORIO MÉDICO FAMILIAR DR. ALBERTO ZUMAYA GALICIA;DFSMP004174;11
CLÍNICA MÉDICA SANTA LUCÍA;DFSMP004186;11
CLÍNICA LORETO;DFSMP004191;11
CONSULTORIO MÉDICO;DFSMP004203;11
SANATORIO DE MATERNIDAD JALALPA S.C.;DFSMP004215;11
OPERADORA MEDICA INTEGRAL, SC - HOSPITAL OMICEDROS;DFSMP004232;11
CLÍNICA MÉDICA COLINAS;DFSMP004261;11
SANATORIO NORMA;DFSMP004273;11
SERVICIOS MÉDICOS SOCIALES DEL HOSPITAL DE JESÚS;DFSMP004285;11
CLÍNICA MARÍA DE LOS ANGELES;DFSMP004290;11
CLÍNICA NUESTRA SEÑORA DE GUADALUPE;DFSMP004302;11
OPERADORA HMG, S.A. DE C.V.;DFSMP004314;11
MAGA CONSULTORIOS MÉDICOS A.C.;DFSMP004326;11
CONSULTORIO MÉDICO INTEGRAL;DFSMP004343;11
SANATORIO NIÑO  JESÚS;DFSMP004360;11
CLÍNICA MÉDICA EN GENERAL;DFSMP004372;11
POLICLÍNICA DEL PEDREGAL AJUSCO COYOACÁN;DFSMP004384;11
CONSULTORIO DR. REYES;DFSMP004401;11
CLÍNICA DE NUESTRA SEÑORA DEL CARMEN S.C.;DFSMP004413;11
HOSPITAL DE LA DIVINA PROVIDENCIA FELIPE Y SANTIAGO A.C.;DFSMP004425;11
MÉDICA AZCAPOTZALCO;DFSMP004430;11
SANATORIO SAN FELIPE S.A DE C.V.;DFSMP004442;11
HOSPITAL DE LA PURÍSIMA CONCEPCIÓN Y JESÚS DE NAZARENO (HOSPITAL DE JESÚS I.A.P.);DFSMP004466;11
CLÍNICA DR. GARCÍA SANTOS;DFSMP004471;11
SANATORIO MATERNIDAD GLORIETA DE SAN JUAN;DFSMP004483;11
CLÍNICA MÉDICA SAN ANTONIO;DFSMP004495;11
UNIDAD MÉDICA 2000;DFSMP004512;11
SANATORIO MATERNIDAD MARÍA SARA       ;DFSMP004524;11
CLÍNICA IZTACALCO;DFSMP004536;11
CORPORATIVO MEDICO;DFSMP004541;11
SANATORIO SAN LORENZO;DFSMP004553;11
HOSPITAL MAC PERIFÉRICO SUR;DFSMP004565;11
CENTRO DE CUIDADOS MÉDICOS;DFSMP004570;11
DRA. AURORA SERVÍN ARREOLA;DFSMP004582;11
GRUPO MÉDICO SANTISIMA TRINIDAD II S.A. DE C.V.;DFSMP004606;11
S.T. MATERNIDAD GUISSET;DFSMP004611;11
CLÍNICA CANAL DEL NORTE;DFSMP004635;11
CLINICA MEDICA EDYBE S.C.;DFSMP004640;11
SALUD INTEGRA MOCTEZUMA S.C.;DFSMP004652;11
URGENCIAS MÉDICO QUIRÚRGICAS SANATORIO MATERNIDAD SA DE CV;DFSMP004693;11
UNIDAD DE MÉDICINA INTEGRAL SA DE CV;DFSMP004705;11
CLÍNICA MEDICA GUADALUPE;DFSMP004710;11
DR JULIO ÁNGEL ESPINOZA;DFSMP004722;11
CLÍNICA SAN FELIPE;DFSMP004746;11
SERVICIOS MÉDICOS INTEGRALES DE ESPECIALIDAD;DFSMP004751;11
CLÍNICA MARÍA INMACULADA DE LA SALUD S.C.;DFSMP004763;11
CLÍNICA HOSPITAL EL ÁNGEL;DFSMP004792;11
CLÍNICA MÉDICA COYOACÁN;DFSMP004804;11
CLÍNICA ORIENTAL;DFSMP004816;11
SANATORIO EL REFUGIO S.A.;DFSMP004833;11
MÉDICA QUIRÚRGICA DEL SUR;DFSMP004845;11
HOSPITAL POLICLÍNICA DEL SUR S.A.;DFSMP004886;11
ST CLÍNICA NUESTRA SEÑORA DE LOS ÁNGELES;DFSMP004891;11
INFRAESTRUCTURA MÉDICA SC;DFSMP004903;11
AARAQUIA S.A DE C.V       ;DFSMP004915;11
ST CLÍNICA MÉDICO QUIRÚRGICA;DFSMP004985;11
CLÍNICA SANTA MARÍA;DFSMP005060;11
FUNDACION DE ASISTENCIA PRIVADA, CONDE DE VALENCIANA, I.A.P.;DFSMP005072;11
UNIDAD  QUIRÚRGICA MONTGOBER SA DE CV;DFSMP005084;11
CLÍNICA MÉDICA ASTRID SA DE CV;DFSMP005096;11
HOSPITALES H S.A. DE C.V.;DFSMP005101;11
CENTRO MATERNO INFANTIL PRIVADO S.A. DE C.V.;DFSMP005113;11
CONSULTORIO MÉDICO CLÍNICO;DFSMP005125;11
MÉDICA SAN LORENZO;DFSMP005130;11
MATERNIDAD TÉLLEZ;DFSMP005142;11
CLÍNICA MÉDICA SAN JOSÉ;DFSMP005166;11
CONSULTORIO MÉDICO DRA. ALEJANDRA VALENCIA LÓPEZ;DFSMP005195;11
PÉREZ GARCÍIA JULIO;DFSMP005200;11
CLÍNICA YAMI;DFSMP005212;11
HOSPITAL NUESTRA SEÑORA DEL CARMEN;DFSMP005224;11
FUNDACIÓN HOSPITAL NUESTRA SEÑORA DE LA LUZ I.A.P.;DFSMP005253;11
HOSPITALITO GUSTAVO GUERRERO A C;DFSMP005270;11
JIMÉNEZ MEZA RANULFO JESÚS;DFSMP005282;11
ROMERO HERNÁNDEZ GUADALUPE;DFSMP005294;11
DE LOS SANTOS;DFSMP005306;11
TORRE MÉDICA DE ESPECIALIDADES SAN JOSÉ;DFSMP005311;11
MEDICINA PERINATAL Y REPRODUCCIÓN HUMANA S.C.;DFSMP005323;11
CENTRO DE ESPECIALIDADES MÉDICA NORTE;DFSMP005335;11
ESPECIALIDADES MÉDICO QUIRÚRGICAS XOCHIMILCO;DFSMP005340;11
UNIDAD MÉDICA DE ATENCIÓN INTEGRAL SA DE CV;DFSMP005352;11
MÉDICA HUMANITAL SA DE CV;DFSMP005364;11
ALMA SETSUKO TAKAHASHI CORRO;DFSMP005376;11
TIP SERVICIOS MÉDICOS INTEGRALES S.A. DE C.V.;DFSMP005381;11
SANATORIO MATERNIDAD JESÚS MÉDICO;DFSMP005410;11
HOSPITAL DE ORTOPEDIA PARA NIÑOS DR. GERMÁN DÍAZ LOMBARDO;DFSMP005463;11
CLÍNICA MÉDICA SANTA FE;DFSMP005504;11
GARCÍA VALDEZ JUAN ANTONIO;DFSMP005516;11
CUIDADO OCULAR, S.A. DE C.V.;DFSMP005632;11
OPERADORA DE HOSPITALES ANGELES S.A DE C.V;DFSMP005854;11
CLÍNICA ZACATENCO S. DE R.L. DE C.V.;DFSMP005871;11
FUNDACIÓN DE OBRAS SOCIALES DE SAN VICENTE IAP;DFSMP005883;11
PROMOTORA DE HOSPITALES Y SERVICIOS INTEGRALES S.A.P.I. DE C.V.;DFSMP005941;11
FUNDACIÓN MEXICANA PARA LA PLANEACIÓN FAMILIAR A. C. (MEXFAM SERVICIOS MÉDICOS);DFSMP005953;11
CLÍNICA QUIRÚRGICA OP. OUTOPATIENT SURGERY S.A. DE C.V.;DFSMP005971;11
CENTRO QUIRÚRGICO RÍO CONSULADO S.A. DE C.V.;DFSMP006004;11
PATRIOTISMO CLINICA DE SALUD S.A DE C.V.;DFSMP006022;11
HOSPITAL SAN ANGEL INN UNIVERSIDAD;DFSMP006031;11
CLÍNICA SERVIMED S.C.;DFSMP006082;11
HOCCE, S.A. DE C.V. (OMNILASER);DFSMP006133;11
FUCAM A.C.;DFSMP006175;11
HOSPITAL BOUTIQUE RIOBAMBA;DFSMP006193;11
CLINICA QUIRURGICA OCEANIA S.A. DE C.V.;DFSMP006202;11
INTERHOSP, S.A. DE C.V. (DALINDE CENTRO MEDICO);DFSMP006211;11
MEDILAP S.A. DE C.V. (MEDICA SAN LUIS);DFSMP006235;11
UNIDADES MÉDICAS DE LA MUJER           ;DFSMP006271;11
CLINICA ALAMO;DFSMP006331;11
HOSPITAL SAME SERVICIO Y ATENCION MEDICA ESPECIALIZADA;DFSMP006355;11
PROVIDENCE MEDICAL CLINIC;DFSMP006391;11
CLINICA PRENSA S.A. DE C.V.;DFSMP006475;11
CLINICA QUIRURGICA MARY;DFSMP006520;11
CLINICA MEDICA PAOLA S.A. DE C.V.;DFSMP007300;11
CLÍNICA HIDALGO;DFSMP011542;11
CLÍNICA DE ESPECIALIDADES CULHUACAN;DFSMP011584;11
CORPORACION QUIRURGICA REC. Y PLASTICA S.A. DE C.V.;DFSMP011746;11
PROMEDICA SAN JUANITA S.A DE C.V;DFSMP011763;11
CLINICA ESPECIALIDADES MEDICAS ALAMOS;DFSMP011775;11
CENTRO MEDICO QUIRURGICO ESCANDON;DFSMP011821;11
CENTRO HOSPITALARIO PATRIOTISMO S.A. DE C.V.;DFSMP011845;11
OPERADORA DE HOSPITALES ANGELES S.A. DE C.V.;DFSMP012096;11
ASOCIACION PARA EVITAR LA CEGUERA EN MEXICO I.A.P.;DFSMP012166;11
CLINICA EDYBE S.C.;DFSMP012294;11
SANATORIO OFTALMOLÓGICO MERIDA  SA DE CV;DFSMP012591;11
GRUPO TORRE MEDICA HOSPITAL DEL VALLE;DFSMP012620;11
HOSPITAL SHRINERS PARA NIÑOS A.C.;DFSMP012661;11
SERVICIOS MEDICOS ESPECIALIZADOS EN UROLOGIA SA DE CV;DFSMP013146;11
CLÍNICA DE DIOS ESPECIALIDADES MÉDICAS MATERNIDAD SA DE CV;DFSMP014732;11
CLÍNICA MEDICA EDYBE S.C;DFSMP014855;11
CLÍNICA SANTA MARÍA       ;DFSMP014896;11
MULTISERVICIOS INTEGRALES DE SALUD Y SERVICIOS ELIGEN ;DFSMP014930;11
MEDICA OMEGA;DFSMP014942;11
CENTRO MÉDICO TIBER S.A. DE C.V.;DFSMP014954;11
CLINICA SAN MARCOS;DFSMP014966;11
CLINICA DEL BOSQUE;DFSMP014971;11
CLINICA SAN CAYETANO;DFSMP015000;11
CLINICA SANTA FE;DFSMP015024;11
CLÍNICA SARI;DFSMP015036;11
CLÍNICA DE ESPECIALIDADES MÉDICAS BEVI S.A. DE C.V.;DFSMP015053;11
CLÍNICA MÉDICA SMART S.A. DE C.V.;DFSMP015094;11
CLÍNICA PROMEDICA SAN JOSÉ;DFSMP015123;11
UNIDAD DE CIRUGÍA AMBULATORIA CON. MEDI.;DFSMP015181;11
CLIN. QUIRG. Y OBST. STA. PATRICIA S.A;DFSMP015263;11
CLÍNICA QUIRÚRGICA BERLÍN S.A. DE C.V.;DFSMP015456;11
SANATORIO PSIQUIATRICO DEL CARMEN S.A DE C.V;DFSMP015514;11
HOSPITAL QUIRÚRGICO NORTE;DFSMP015526;11
GUERRERO CAZARES JOAQUIN ;DFSMP015560;11
CLÍNICA MICHIGAN;DFSMP015572;11
SANATORIO DEL CONSUELO ;DFSMP015584;11
HOSPITAL ECO FEM ;DFSMP015980;11
FERTILITY DAY;DFSMP015992;11
GINESER S.C. ;DFSMP016074;11
CLÍNICA QUIRÚRGICA Y DIAGNOSTICA LOS PINOS S DE RL DE CV  ;DFSMP016400;11
CENTRAL MEDICA SAN PEDRO ;DFSMP016465;11
MED CENTRO MEDICO, S.A DE C.V;DFSMP016791;11
OPERADORA DE HOSPITALES ÁNGELES, S.A DE C.V.     ;DFSMP017626;11
TORRE MEDICA RIOBAMBA      ;DFSMP017643;11
CLINILASER DE ORIENTE  ;DFSMP017684;11
INSTITUTO BALLORD DE CIRUGÍA Y TERAPIA CELULAR SC        ;DFSMP017906;11
CLÍNICA ULTRAMED ;DFSMP018104;11
GRUPO MÉDICO QUIRÚRGICO ARIZ   ;DFSMP018215;11
UNIDAD MÉDICA ESPECIALIZADA DE LA ROSA          ;DFSMP018401;11
HOSPITAL MEDEX ROMA S.A DE C.V     ;DFSMP021510;11
CLÍNICA MEDICA DE JESÚS;DFSMP021925;11
CENTRO MEDICO UROLÓGICO Y NEFROLÓGICO DE LA CDMX S.C;DFSMP022292;11
CLÍNICA FRANKLIN S.C;DFSMP022304;11
CIMA CIRUGÍA MAYOR AMBULATORIA ROMA;DFSMP022485;11
HOSPITAL MAC LA VIGA;DFSMP023033;11
UNIDAD DE MASTOLOGIA DE ALTA ESPECIALIDAD LINDAVISTA S.A DE C.V.;DFSMP023996;11
NOVICS MÉXICO S.A DE C.V;DFSMP024030;11
CENTRO DE TRATAMIENTO MÉDICO ESPECIALIZADO, S.A DE C.V;DFSMP024194;11
CENTRO HOSPITALARIO MAC, S.A. DE C.V.;DFSMP024310;11
GRUPO MEDICO EL CARMEN;DFSMP024322;11
GRUPO MEDICO SANEMOS;DFSMP025121;11
CLÍNICA DE HOMEOPATIA DEL I.P.N.;DFHUN000011;12
CENTRO COMUNITARIO SANTA FÉ;DFHUN000023;12
